article_link,headline,classes
https://entertainment.theonion.com/nuclear-bomb-de...,rajdeep think got imran indian never combin case like di whenev talk imran dont comparison modi becom stale,2
https://entertainment.theonion.com/nuclear-bomb-de...,time blind faith modi absolut hate congress milind deora elect news indian express via,2
https://www.huffingtonpost.com/entry/roseanne-revi...,petrifi modi remain firmli saddl like gujarat,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,india rupe goe asia worst bestperform currenc five week via,2
https://www.huffingtonpost.com/entry/barcelona-ref...,modi rahul firm narr elect crisscross,2
https://entertainment.theonion.com/nuclear-bomb-de...,modi govt failur call congress govt minu rao rest includ vajpaye disgrac india,2
https://entertainment.theonion.com/nuclear-bomb-de...,forgiv terribl irrespons immatur abdic duti cant forgiv rapist killer reason punish larger implic human btw forgiv modi defeat,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,ye peopl think modi alon doesnot make sens bjp almost allianc partner right bjp expert set fake narr,2
https://www.huffingtonpost.com/entry/barcelona-ref...,sir mam shabana azami hate much seen critic govt time tseri contract sign narind modi film song shameful,2
https://entertainment.theonion.com/nuclear-bomb-de...,know go dirti detail nehru famili get gutter level nehru cudnt get edwina indira mathai yoga mat mathai write book dirti mind blame modinow pervert hatr poison mind kill logic think,2
https://entertainment.theonion.com/nuclear-bomb-de...,chowkidar modi ensur case open accus get prosecut legal hurdl settl prosecut illeg money return govt kitti ensur windfal revenu govt crook join togeth safeguard illeg wealth modi take,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,call secular leader repli like priest disturb peac area prais modi prais modi attack peac love noora ali priest arrest charg disturb peac,2
https://www.huffingtonpost.com/entry/barcelona-ref...,one see fake calcul calsi chek kariy modi,2
https://entertainment.theonion.com/nuclear-bomb-de...,practic sati johar etc gain promin mughal invas ignor porki shameless peopl brutal rape convers polygami halala fgm burqa marri rel dont wast time,2
https://entertainment.theonion.com/nuclear-bomb-de...,rahul gandhi polit love defeat modi polit hate time vote love hate,2
https://www.huffingtonpost.com/entry/jeffrey-lord-...,one hard work minist modi govt opposit afraid modi popular work knowif got anoth yrshi initi project get complet thentheir fals alleg vanish achiev cloud,2
https://www.huffingtonpost.com/entry/barcelona-ref...,opposit alway resort mockeri person attack commun divid unhealthi critic agenda remov modi purpos even alli arch rival bsp feel heat expos peopl,2
https://entertainment.theonion.com/nuclear-bomb-de...,yesjaitley evalu modi correct modi suffer dunningkrugereffectthat mean modi bia illusori superior come inabl lowabl peopl recognis lack abil hr hard workingchestthump etc,2
https://entertainment.theonion.com/nuclear-bomb-de...,modi come power convert savarna hindu reserv scst increas chaiwala pakodawala chowkidar nautankibaaz banaog toh hindu destroy karega chalega,2
https://www.huffingtonpost.com/entry/barcelona-ref...,modi remov name voter list aap allegedli call peopl pretend radio channel via,2
https://entertainment.theonion.com/nuclear-bomb-de...,stop bull shit worri crimin vivek oberoi play role feku modi nation shame movi made,2
https://entertainment.theonion.com/nuclear-bomb-de...,guy reason vote pleas read understand got reason vote modi save horribl unimagin nightmar,2
https://www.huffingtonpost.com/entry/barcelona-ref...,schopenhau foretold renaiss india hindu nation influenc modi leadership foretold influenc would moment europ becam well known reviv greek latin cultur dark age,2
