Id,clean_text,category
4712,nationalist narendra modi would also appropri,1
4713,indira gandhi gave slogan garibi hatao rajiv rule year thereaft crore still toilet hous electr india cr extrem poor per brook studi modi brought cr,2
4714,modi siphon public money pocket croni croni turn buy legislatorsgovern modi congress buy vote poor dole public money pocket poor,2
4715,modi hatao garibi hatao see light end day els modi plan write indian mine adani oil telecom ambani,1
4716,modi vaiw lakh busi man friend realli concern indian farmer poor middl class women youth india great leader india,1
4717,today india aspir middleclass contribut immens nationbuild modi govt recognis dream contribut import segment societi empow endeavour via namo app,1
4718,post use old claim bjp govern succeed clean ganga much priyanka gandhi drink water river,1
4719,rss know modi rss guy got highest civilian award saudi arabia feel india thousand fault even worst far far better guy leav rss better concentr,1
4720,firstli bhakt love indhra gandhi rajiv gandhi modi never give vote parti see better develop nation secondli file mil chuki hai lekin franc deal thi disclos nahi hogi,1
4721,may rahul give list modi alreadi madefor farmer distribut disclos ditribut,0
4722,dont make one chang lolz,0
4723,narendra modi attack congress say mnrega live monument poverti pti march forc eat word none financi advisor strongli believ scheme mnrega version,1
4724,take modi mother name drag congress,0
4725,modi scheme benefit richest india rahul gandhi scheme benefit poor india,1
4726,dont need jokerw need strong leader like modi,1
4727,next ticket nirav modi bjp,0
4728,surendra singh typic bjp lawmak typic dirti mind bjprss chor chowkidaar sleep chor bro like lalit nirav modi fled india rob poor hard earn money also sleep whn truck laden kg rdx enter india reach armi convoy,2
4729,ba bhi karo sab much neg abus languag bhakto let concentr make ppl understand import modiji ground aadat lazi earn money like rahul baba rupe dream bhakt need karmayogi like modi,2
4730,declar hate speech dont liber leftist piss sickular lav porkistan hate india support imran khan hate modi much hate peopl say belov countri porkistan,2
4731,bad situat pakistanhindu must come india leadership modi live beauti,1
4732,bjp worker want bjp emerg victori want modi becom import countri kalyan singh quot say,1
4733,congressi leader top middlemen indirect beneficiari bank loan given bank default malya nirv modi choksi mani situat cuntri loot india,1
4734,peopl still follow modi terrorist,0
4735,modi ran newton could walk,0
4736,modi said per year rahul say per month that advantag opposit modi promis left right centr come power coolli said sorri jumla tha rahul baari,1
4737,spread fake propaganda hate modi plz dont insult braveheart fought war kind inform th th battalion sikh regiment sen your disrespect indian armi plz take note,2
4738,rahul gandhi liar like modi believ fulfil promis,0
4739,governor kalyan singh say bjp must win import nation modi,1
4740,ye sir support modi jii,0
4741,none come rescu modi think issu reason hindu reelect modi massiv major,2
4742,never question modi move give per year,0
4743,modi becom ever boon india billion peopl,0
4744,care congress congress parti congress privat ltd compani whose manag director nehru famili har har modi ghar ghar modi modi jeis imandar milna moskil haiji modi great leader world support modi,1
4745,specifi cr famili cr peopl one famili entitl scheme vote modi andhbhakti way citi virajpet awsom place food amaz,1
4746,lakh promis modi may jumla bexaus modi rahul sure fulfil promis erad povertybim india,1
4747,two option elect choos lotu lootu want india modifi agar majburi naam mahatma gandhi hai majbuti naam narendra modi hai modi vision rahul divisional other televis,0
4748,five fatal folli modi doctrin foreign polici elabor episod,2
4749,modi said word,0
4750,govt india led modi fulfil promis give lakh unemploy person india crore job abolish art return kp black money ram mandir cong mukt bharat etc etc anyon confirm,2
4751,ever question modi bjp scheme aka jumla gut nahi hai kya kare blow hole raga scheme afteral pais khel hai,0
4752,nopesmodi wala account reserv lakh rupe,0
4753,well comprehens problem reli lie doubl entendr peopl like creat fals hood crore job alkh job neither modi one spoken document manifesto come document paytm,2
4754,middl class bhaiyonbett scare rel vote modivarana dena doubl tax,0
4755,sandip ssingh produc modi biopic narendra modi allegedli assault minor boy switzerland hotel mauritiu march last year,2
4756,go recent news report modi given lakh crore croni capitalist friend either form loan contract land bend rule cost come around lakh crore rupeesy think burden,0
4757,naresh goyal allow leav countri citizen jet airway owe thousand crore psu bank end beneficiari ownership compani secret allow oper modi ask psu bank fund op till elect,2
4758,pmopm narendra modi speech elect speech,0
4759,sir love modi modi best prime minist india,1
4760,defeat modi els prime minist forev say arvind kejriw,0
4761,neighbor tell modi given lakh wait rahul give life time per year fokat kaa maalgarib apahiz bana dega mehnat karna bandh kark fokat kaa maal rah dekheng itnaaaaaaaaaaaaaaaaaa paisa kaha,0
4762,student leader turn mainstream politician understand label associ name even stand contest left candid begusarai elect modi peopl,0
4763,modi person revolut,0
4764,jane keo pearl harbour yad raha hai jab japanio meethi meethi bat aur doosr din pearl harbour per attack kiamodi unreliableh lost credibl even indiah want muslim vote tweetremain vigil,1
4765,ask question back hang head shame modi time,0
4766,tarek jipleas share directli modi realli feel sad minor pakistan,2
4767,hate monger muslim creat fear within commun punish highest court author enough drama religion hate monger,2
4768,thank modi sir,0
4769,rahul gandhi unveil minimum incom support scheme crore poor peopl get per year,2
4770,vote modi save futur children vote modi save futur children vote modi save futur children vote modi save futur children,0
4771,modi,0
4772,use referr code signup first vote modi,1
4773,leav asid hate dynast polit think must step uplift peopl live brink want congress govern one thing hope modi come yojna would love see someon get kmonth,2
4774,sexual assault complaint produc sandeep singh mauritiu via hr correspond modi biopic seem absolut dodgi shadi peopl work,1
4775,sreenivasanar surprisednext see governor shout modi modi,0
4776,guy heart warm gestur sponsor boy educ without expect hand inform modi bakht modi give anyth free due cast,1
4777,bjp worker modi becom governor kalyan singh india news shameless person stoop low expect governor idiot boot licker modi govern bjp worker,2
4778,perfectli righth copi everi wordideolog bodi languag cant copi pm honesti patriot,1
4779,intellig info modi fail protect brave soldier life pulwama vote dete waqt yaad rkhna,1
4780,incur expens achiev noth crore spent narendra modi foreign travel sinc,2
4781,master stroke modi face tough fight,2
4782,lol love sentenc directli account actual prais modi anyway pleas share calcul analysi want see within time frame think make india bankrupt,1
4783,import thing nice poor recent rahul gandhi fulfil promis even modi promis per month one take man confirm liar,1
4784,kya majboori hogi pappu paid support bane also specif mention individu mention accept group abus target modi support money,0
4785,develop last year name would either modi eng modi unfortun chowkidaar modi,2
4786,even hate modi middl class vote namo freebi promis rahul paid given right splurg money poll promis,2
4787,lok sabha poll time right narendra modi maker bet big biopic,1
4788,well done let give money bjp modi support deserv happi dog,1
4789,home toilet per year shramikmajdoorkishanbpl itna sab pahl chuki modi govt gareeb pariwaro aap year late abhi bhi,2
4790,realli would say even modi announc poor would impact antiincumb sink let break head much poll announcementsno much impact ground level,1
4791,howz gear elect much ppl ralli need see thing get shape modi step,2
4792,good modi,1
4793,think modi potenti statesmanor bare minimum advis even,1
4794,realiti project start uma bharti hanfl,0
4795,narendra modi win elect,1
4796,day elect date announc modi govern februari clear way adani project jharkhand becom first standalon power project india get statu benefit special econom zone,1
4797,modi pleas give full orop know best world,1
4798,wonder modi receiv award sir promis lakh account black money got back abroad wont fair didnt get,1
4799,modi creat job rahul give dole,0
4800,correct daili templ visit done say follow modi version say hindutva way sri krsn chanakya finish mleccha nakli hindutva,0
4801,modi need hammer home point pappu abolish everi social secur program doubl incom tax middl class foot bill,1
4802,two option elect choos lotu lootu nice line seen banner bangalor want india modifi agar majburi naam mahatma gandhi hai majbuti naam narendra modi hai,1
4803,bad loan mudra yojana jump almost per cent crore first nine month current financi year,2
4804,must read great piec publish today modi war environ polici mani,1
4805,congress take care minor india unlik fascist narendra modi modi must resign,0
4806,dear ashok thank tweet comment modi oppress minor includ christian india indian occupi hope never ever,1
4807,statu modi iaf pilot kolkata puja stir row busi standard,0
4808,ppl use modi exist jan dhan account new bank account open scheme,1
4809,modi mock indira gandhi rajeev gandhi sacrific countri modi mock sonia gandhi modi mock anyon everyon cheap polit gain sane person awar contribut indira rajeev ever love modi dont hypocrit,1
4810,today pappu use destruct weapon modi led bjp difficult overcom may well make differ bjp bjp indian voter gullibl post via,2
4811,thread jan year congress rajeev gowda answer question parti announc highlight,0
4812,differ ubi gowda said target thing poor even today poverti line forget technic concern popul still poor,2
4813,replac mgnrega gowda give floor minimum incom still want work mgnrega nobodi stop mgnrega continu exist addit incom,0
4814,dole gowda word like dole sop populist word meaningless govt govt job provid social safeti net govt job look left behind fallen crack,2
4815,modi oppos chang except guj state readi gst regard gdp compar upa data upa gdp go abl cross better world eco growth lower crude price,2
4816,trantion summari video happi thank modi govt meet reqstsn prais modi nation highway nation avg natl avg prais new railway line overal said dont want anyth els except modi bless,1
4817,go foot bill itwork class taxpay kudo modi keep fall trap idiot rahul gandhi doom countri,2
4818,respons hit hurt dont banana state like belov countri india b pm modi whole world respect isra resolv commit terror terrorist ideolog bleed israel make satan bleed forev,1
4819,news say break rahul modi chaiwalla turn mayb rahul breaker becom,1
4820,modi becom synonym possibl,0
4821,look like time bhajap even go bother jumla promis new elect strategi one like modi blah blah buy tshirt,1
4822,run lakh rahul modi never said distribut lakh dont believ chariti hard work unlik brigad,2
4823,oppos modi polici basic frustrat set high standard difficult flock opportunist opposit consid power sourc wealth accumul shame indian,2
4824,give poor famili year make lazi like baith baith sab mil raha hai kya karna kaam kark dont give employ like modi gover support entrepreneurship,1
4825,governor indian wish see narendra modi,0
4826,next tweet promis made modi incl job economi black money lakh failur modi govt creat job everyth els crisi farmer face modi recent gimmick handout farmer right,2
4827,see got problem everi indian becaz admir modi nehru gandhi dynasti problem shirt manufactur wear next want shut voic modi modi modi modi,1
4828,use use digit news platform anti modi yet oppn cri foul media sold govt joke,1
4829,guy say anyth get power noth fake narr modi work expect begun free money stori one thing peopl cant resist believ free money hope sens prevail expel snake oil seller,1
4830,modi still bat open pair sound start estim cross,1
4831,sir bjp develop model bjp announc scheme congress modi movi releas elect mum pleas dont select even support parti pleas support logic,0
4832,check chokal provid profession resum write servic at egypt europ uber china modi,1
4833,modi come cropper raga time next time next next time,0
4834,current myth new god,1
4835,sir modi lament one day scam peopl india never forget oust imandaar govern give scam shame modi govt congress play game bewar nrega time minimum incom guarante,2
4836,check chokal creat design resum cover letter egypt europ uber china modi,0
4837,polit parti cheat call rahul gandhi idiot also appli includ bjp leader modi modi promis lac everi account indian get,2
4838,havent understood scheme top scheme upto must enjoy lakh modi gave,1
4839,modi contribut india except spread venom make enslav railway ministri airlin kya hai modi modi hai kya peopl licker,0
4840,dont believ mamta banerje believ chowkidar vote modi,0
4841,last year modi mob lynch demon demon faulti gst implement bank loot rafael scam depriv youth meaning employ list endless countless vote strengthen hand,1
4842,take interview idiot person anjana modi kashyap lick,2
4843,peopl also rais similar concern mnrega introduc modi call monument congress incompet rest histori criticis truth congress capac deliv period,0
4844,gdp calcul lakhperson also pleas bias man modi gandhieveryon announc thing attract peopl question,0
4845,also promis moon year back lack everyon account crore job everi year farmer incom doublereduc petrol diesel ga pricesreduc inflationbr blackmoney abroad instead modi friend loot went abroad etc etc etc mani fulfil,1
4846,accus stop modi regard dalaal,0
4847,pappu promis anyth know go loos elect compel modi make similar announc bark later like lakh rupe account,1
4848,give thousand per year per month skill person get min per monthmodi tri skill nation youth go distribut free money win pappu public,1
4849,ye mission bhagiratha inaugur prais modi govt said dont want anyth els except bless cant blame centr give,0
4850,respect sir stent industri sinc last year dont know good other build new india poor sale person like alway everi bit heart tell modi patriot today netaji suvash chandra bose,1
4851,constitut bodi campaign bjp modi legal constitut india kalyan singh remark dont get surpris thing similar come rastrapati bhawan,1
4852,reallymsbhaskari dont believ sobe antimodi okay support communist okay,1
4853,cheap peopl like alreadi lost mind andhbhkti think level modi give salari use internet livingfor kind inform internet connect free charg till modi,1
4854,wait modi ji declar put chawkidaar twitter handl get salari jan dhan account get benefit,0
4855,pleas investig bank role scam modi sir pless listen agoni pain victim crowd fund fals promis big develop like mantri bangalor urg help,2
4856,want highlightin hapur look worst public transport buse even worst tenur urg look issu modi support,2
4857,here compar account modi govt polici incom gener loan disburs mudra yojana inr lakh disburs scheme youv decid freebi encourag creation jobsincom,0
4858,modi visionari made peopl open jan dhan account rahul gandhi fulfil promis,0
4859,fattu raga contest wayanad kerala even modi fight seat win pappu gandi lose amethi seat,1
4860,goodafternoon modi till serious action taken recent mob attack gurugram sabka saat sabka vika word cant becom good make awar india educationun religion etc,1
4861,modi tweet urg spread voter awar ashwin ravichandran request let ipl player vote wherev play,0
4862,game changer poor flaw decis modi licker,2
4863,vodka modi one term,1
4864,kanhaya stand modi still win power upright young men,1
4865,cours exist onerahul gandhi principl ethic person unlik modi shameless jhumlebaz,1
4866,twitter trend favor modi lack howev favor trend opposit far,2
4867,year congress good gov school educ system cant give job rti expos congress corrupt singl case bjp give right food food plate bootlick still ask job modi got right job congress,1
4868,send modi heard congress guarante minimum incom instead bjp game changer,2
4869,iit iim aiim may name modi come back,0
4870,modi least yr hope yr line hope get even better parti countri mani minist done amaz work depart doubt nitin gadkari great minist dont see chanc,1
4871,rahul stupid corrupt modi cun corrupt pick choic,2
4872,econom histori polit scienc dharma never famili fort preoccup power henc corrupt confus mean end success mpraj elect confusionscst act freebi loan waiver work,1
4873,doctor ais stupid statementsquest expect nai kia kab promis kia modi,2
4874,guy awesomea person tri take run bushi frin make fun sayng want live tri wait till bu com stopthey make fun sayingr old fellowc take run bu anyth modi doesu problem,1
4875,modi declar poor class time issu chowkidarni whatev boss tell chowkidar,2
4876,indiabarbarian kill other eat carri meatth indian govern thrive hate mongeringhospit staffer gangrap patient admit icu sickgross despic act becom norm sick modi india new indian express,2
4877,benefit peopl concern belief rahulji abl last mile deliveri believ definit vouch ktr modi capabl last mile deliveri,1
4878,major anti modi media promot without rais question doubt lollipop congress bjp declar benefit debat month encourag peopl work get money money come penal tax payer,0
4879,modi gave money gate dont fool,0
4880,save india modi,0
4881,video trailer launch film narendra modi,0
4882,scheme modi failur govern releas correct statist even pradhan mantri hous scheme complet even though claim hous ministri websit,0
4883,better one best option inform peopl old rs rs ban modi allow come power sure would win elect next india intern war certain india finish pleas mind bastard,1
4884,congress presid shri announc india poorest reciev per year crore famili crore peopl benefit thisw proud landmark decisionmodi work ambani congress work india,1
4885,person modi india wither away divin,0
4886,civil war india evit modi continu support hindu india muslim assam kashmir rise battl limit kashmir whole hindustan becom battleground,1
4887,modi fullfil promis cr job,0
4888,time modi insult farmer givng year,0
4889,modi lahar mein dubn wale fir go time well stop peddl lie explain math gut parti fool poor year name poverti elevi,2
4890,ye mani lie rahul gandhi true person narendra modi got lakh got ram mandir success chowkidar,1
4891,governor strict govern modiji seek govern modi,0
4892,let leav asid said said stick modi said dont find evid promis put bank ac indian citizen lac cash end stori,0
4893,dear taxpay need make dynast powerless theyr encourag freebi polit theyr discourag poor earn work hard theyr eye flourish indian economi modi theyr curs indian economi,2
4894,genuin dont get support modi proclaim antifascist,1
4895,yeah seem vote modi lac jumla,0
4896,actual congress found exactli mine threw modi promis give lakh famili last elect,1
4897,nation dont believ chor khandan famili trust one man modi sure pilot project rajasthan punjab till date congress rule,1
4898,modi lakh realli listen modi speech els get well soon,1
4899,aimim akbaruddin owaisi hyd yday ive seen twitter chowkidar narendra modih also mention chowkidar aadhaar card passportw chaiwalapakodewalaif modi interestedh come meill offer chowkidar capa whistl,0
4900,paida kar naaaa stop dont yogi modi,0
4901,stop spread lie lakh everi account never promis modi,0
4902,fav actor right criticis govern govern modi govt vocal vocal need show anyon period,0
4903,congressi troll unleash abus modi support women social media that women empower,1
4904,modi say,0
4905,firtst time fake acharya tell truth usual mock bjpmodi bhakt fatti,2
4906,pleas enjoy modi rule second timeand enjoy govern faku promis non perform keep play congress comparison card bad thank,1
4907,mani shankar aiyyer call modi neech person comment sidhu make fun armi person capac sam pitroda demean armi person comment sabka sab person hai rahul gandhi kya ba pogo dekhn liy presid bana hai,1
4908,modi realli honesti left resign immedi,1
4909,lie bjp leader call channel speak anyth modi immedi trash claim instead say actual kind journalist ashutosh,1
4910,true men true promis modi jumla jai jai congress,1
4911,ignor home buyer solv problem allow manipul thing support bank,0
4912,ye nobodi believ narendra modi anymor henc vote,0
4913,chang chowkidar narendra modi salesman narendra modi,0
4914,good road railway airport metro port lead good busi higher econom activ need rich infrastructur instead individu littl money infact support modi per year plan per year much,1
4915,tdpmission fulfil need state unless economi vultur like jagan vijay sai readi sell state person cost get clean chit cbi use modi,1
4916,per year pay poor indian like modi said lakh announc rahul gandhi rahul gandhi sure soon becom pmo india vote congress,1
4917,mallya modi work bring looter back india nation,2
4918,nyay scheme decid modi govern come full major relay allianc partner magic figur,1
4919,air india withdraw board pass modi photo amid controversi,0
4920,congress ghandhi nakli khandan total expos countri noth work modi requir countri,0
4921,still expect mrmodiyour persever posit think exemplari,1
4922,disagre good modi amaz market salesmanship oberoi good underhand money,1
4923,iti april modi address mysuru,0
4924,sure rahul know money come modi promis lakh everyon least lie money would come swiss bank account wah modiji wah,2
4925,phew thank god whichev god choos thank air india withdraw board card pictur modi time india via,0
4926,modi call hindu girl close state terror kashmir area india,2
4927,play side usualjust save journalist ass modi would said gamechang rewrit histori,1
4928,logic modi promis lakh everyon bank account,0
4929,akbar lone say pakistan zindabad jd tell cadr pelt stone bjp ralli break jaw mahatyohaar allow card modi print odd get bigger,0
4930,raga manifesto modi govt manifesto gai gobar,0
4931,st sorri forgot write like anti modi fact modi fail leader turn blind eye failur job fact fit better option,2
4932,china welcom khan exchang greet,0
4933,meet nirav modi vijay mallya,0
4934,two nation theori never relev modi india cant see saffron goon kill beat peopl faith creation pakistan right decis wish live long enough wit divis india principl,1
4935,massiv problem bjp modi congress plan turn india fail socialist nation longer even think give congress chanc cost parti come power,2
4936,presid vice presid governor appointe narendr modi amitshah rss bjp vhp expect dont digniti offic post hold dont follow obey constitut india,0
4937,journo becom economist ask fund everi modi scheme gone dumb suddenli,2
4938,brother modi maarwari also politician also need money elect modi hatao desh bachao,0
4939,major anti modi media promot without rais question doubt lollipop congress bjp declar benefit debat month encourag peopl work get money money come penal tax payer,0
4940,rrr call ask defend told relax right way counter fool poor rest see form govt,2
4941,reli heavili work class tax anyon refus wont surpris make draconian law punish need term desper modi age limit also reason bjp need power next term,2
4942,amatya sen deliber put anti modi,0
4943,farmer better ever mark mafi shit act congress hey compar modi rahul wanna talk compar modi rahul gandhi kind shit,1
4944,sanjay jha per month say per year greater scratch head,1
4945,narendra modi best choic given option make india stronger lay foundat come gener none rel benefit rule india need strong administr person lead front,1
4946,org site licens applic person commerci site bjp modi best,1
4947,come know elect type peopl modi fan modi hater neutral decis may attract neutral peopl neutral peopl huge,2
4948,lol entir bhakt commun cheer modi promis lakh everyon,1
4949,yet entir world goe arm question modi nahin toh aur kaun,0
4950,susu next target modi win elect maza aayega,1
4951,modi remain long time prime minist boon countri problem kejariwalrahul gandhiand mani corrupt,2
4952,mani antimodi journalist interpret swami statement open rebel modi research statement subramanian swami found statement twist polit mileag,2
4953,wow pleas tell new social life okay listen bro advic may help futur take ego never speak someth cant defend dont like modi okay read properli critis properli els accept wrong valu word,1
4954,repli wish read wrong,2
4955,interest cast cast modimutra pike nasha gaya tha nandu,1
4956,fool modi count tht figur tht money,0
4957,new offer bjp offic buy one get one free modi bakth,1
4958,minimum wage success western countri scheme help earn less k add remain money complet k complet incom month,1
4959,indian sensibl foreign polici work begin closer home unless india find peac answer militari line pak china rise remain uncertain stunt modi clearli fail,2
4960,reason modi fail idea mil tech power role foreign polici littl assess chinapak relationship base cpec clariti china longer peer henc seek india contain seek cooper,2
4961,prime minist narendra modi call chokidar time vote elect bjp,0
4962,congress fake promis work recent assembl elect work duti expos congress tell everyon like promis one fake bye bye modi,2
4963,demand call asset come,0
4964,seem go overboard win elect creat percept promis congress actual done well check mate modi logic spend lac crore lac crore economi big deal wait modi respond cannot ignor,1
4965,merch thing left modi end speech tweet subscrib namo,0
4966,elect look like modi versu noth write,0
4967,seem offend let start abus game lac promis modi,2
4968,modi anounc good news farmersknow via namo app,1
4969,pleas vote ensur name voter list,0
4970,budget help middl class modi tell video via namo app,0
4971,one stray dog put whole subcontin risk destruct indian soon realis blunder commit select mad anim dear indain get readi pain elect mad modi,2
4972,india day day lose democraci modi india media high cort justic corrupt india everi year lot muslim christchurch peopl kill modi bjp govern cuz want hindu nation india media show news,2
4973,china welcom modiimran khan goodwil messag exchang pak nation day,0
4974,poverti reduct manmohan fastest histori modi econom advisor,1
4975,basic kind free distribut whether bjp congress econom get rid antigrowth antippl modi govt move good move everyth fair war war,1
4976,modi said black money come back thn everyon get lakh rahul said give without condit,2
4977,modi govern busi busi look like chowkidar contradict,0
4978,ye would first call dole economi econom adventur modi propos,1
4979,modi alreadi condemn wrote letter new zealand pleas research post anyth thank support congress pakistan,1
4980,need explain develop donewould appreci stick constitu answer without mention modi bjp namelet debat done year constituenciesrath mock individu level,0
4981,know modi govt transform measur empow farmerswatch video via namo app,0
4982,one actual look much better accident modi movi great star cast well,1
4983,everyon matur enough judg self solid reason vote modi mind soul fill modi hatr doesnt allow see reason,1
4984,measur modi govt aim empow farmersfind video via namo app,1
4985,papu an cocain taken today modi must com dream mention manifesto black money shall make want hardwork leader better futur countryw dont want freebi increas blackmoney,1
4986,big joke terrorist support run elect win come modi person kill terrorist instead support,1
4987,competit rahul modi make better fool peopl,1
4988,narendra modi first histori india campaign nd term offic without achiev hand last year,1
4989,kanhaiya kumar remain grate someon polit career undoubtedli narendra modi,0
4990,final day modi govern adani project jharkhand becom india first power sector sez share jharkhand state ye get pollut coal fire genset,1
4991,per report farmer tamil nadu contest modi constitu,0
4992,today modi bhakt turn economist ask fiscal space wonder sleep modi waiv loan worth lakh crore benefit rich india enough money guarante incom poor,1
4993,modi come back,0
4994,ye modi right well duti,0
4995,bhakk modi never made promis improv congress use fool peopl bribe fake promis elect time,2
4996,may carri terrorist attack next month elect tell journalist govt,0
4997,aunti bhaktsh surrend ration think feet modi,0
4998,modi get less amount donat,2
4999,possibl reassess past yr learn low democraci prevail level democraci modi treat other,2
5000,jait minist get high amount independ handl ministri plu guy enjoy good amount confid nagpur shah modi dare interfer,1
5001,lakh promis modi alway unbeliev lollipop rg per month poorest dire necess sincer possibl,2
5002,ayushman bharat guarante cover everi year cr famili even famili use worth healthcar period net govt support would l rahul promis cover cr peopl modi scheme,1
5003,could open bank account year came modi got bank account could come direct benefit transfer scheme year came modi got subsidi transfer bank account decept capabl,1
5004,even leader mgb wont accept candid congi leader dont accept candid basi project suchonli media creation,0
5005,look retwt understand dat alreadi even bfr vote opportunist want get attent modi support get attent tough peopl modiji support,2
5006,modi despit inher flaw remain tallest leader countryway feder structur crumbl due rise regionalismit pose grave danger uniti indiane hour leader take everybodi along crush anti nation forc,2
5007,rg promis still digest compar modi gut make new tall promis total fail promis modi,2
5008,good news sinc rift two start modi camp amit shah shrewd debas modi immedi ultim indian peopl win get rid two,1
5009,time give full recip peopl alreadi get exasper culinari discuss,1
5010,rahul gandhi promis respect amount nation poor paltri per year promis modi nation farmer,1
5011,modi govt provid mudra loan independ skill center improv better infrastructur busi opportun bank account toilet home basic need rahul gandhi promis,1
5012,well well old bat modi deliv job need bigot provid thing,1
5013,payment given neg mark modi payment modi given centum,2
5014,hehehey one rare cute commod india dont boil blood chowkidaar modi guard must chill ensur sayingal well well,1
5015,realli get fact check sharp fall per capita incom nation averag employ modi regim remov chaukidar blindfold,2
5016,leav space without pic air india board pass modi photo kick row airlin withdraw india news indian express,0
5017,say final assault poverti rahul gandhi agre modi govern elimin poverti extent year,0
5018,daughter navya dear modi keep guard ancestr homeland marrow bone prayer warriory safer prosper naya bharat jai hind,0
5019,real chowkidar fought case gujarat govt minimum wage modil bjp govt hire per month via,1
5020,even one singl pidi come critic pappu stupid schemesif would done modi toh baval macha deteabhi chup baithog lekin tax dean padegatab mat rona,2
5021,amidst sever agrarian crisi modi promis give day farmer modi push peopl poverti shri taken revolutionari step guarante minimum incom everi poor indian,1
5022,sirji thr histor show desper man bail promis moon poor get person problem deciev nation like grandmothr promis garibi hataowhn survey show lot ppl unemploybl poor modi,2
5023,import equal import ignor milind deora hope south mumbsi vote everi drop make ocean superb interview milind must read,1
5024,bsnl jet airway maximum employe salari less modi govt via,2
5025,modi govt fulfil aspir india nari shakti via namo app,0
5026,buddhu worst mathemat forget knowledg econom itali,2
5027,believ modi must come someth mbi type dole otherwis k done dust screw fiscal deficit big state like bihar rajasthan peopl dont know term gdp growth etc know money congress know well,0
5028,well said challeng modi help croni businessmen last yr go game changer sure,1
5029,rahul gandhi fight south seat decid amethi safe rahul gandhi follow modi contest constitu,2
5030,modi felicit crew in arih complet nuclear triad via namo app,0
5031,think rahul want congress mukth bharath corrupt mukth bharath plan support modi win elect anyway forc politician doesnt want one master plan,1
5032,raga give lac everi indian appar modi could deliv poor lac bonu everi indian irrespect richpoormiddl classwhat say raga,2
5033,hand modi tweet,2
5034,western countri popul billion number peopl earn peopl poor less everyon earn pay tax properli opposit work,2
5035,modi say stop oppress women call wife jashodaben home give due respect,2
5036,pic victim list victim suffer modi govt long dont forgiv kill hundr peopl countri kill dream million nonsens decis communalis,2
5037,giv angel state statu pak giv martyr statu everi pak terrorist along lac part along delhi good gestur dismantl armi call coward cancel rafal deal toto build babri ayodya pleas help remov modi,1
5038,scheme launch today pressur modi upon congress involv loot lutway courtier bail jail,2
5039,modi never said give lac everi one,0
5040,accept big parti firebrand leader know elect modi peopl,0
5041,photographthi fake newspart anti cpec propagandamodi recent humili saudi arabia support oic resolut condemn human right crime indian armi occupi kashmirthat awarda low cast chay wala,2
5042,thank formal concern idea modi new india,1
5043,modi fan sinc forev,0
5044,narendra modi time better arvind kejriw know narendra modi better perform unlik ineffect cm like kejriw sure dictat corrupt fraud one valu democraci anybodi els,1
5045,pic show modi done left right,1
5046,first modi never promis provid free lakh sensibl educ person modi hater heard speech easili deciph fact rest uneduc sure fall trap,1
5047,modi creat job per year promis famili incom per month raga promis remain paper say,0
5048,modi got money provid free hous free ga connect free former free insur jan dhan acount holder list goe,1
5049,first list scheme suspici defi logic econom run modi like suicid scheme min basic incom come everi year,1
5050,modi promis cr employ per year given,0
5051,ye poor guy rich modi,2
5052,caus itch pain boot licker modi funni shameless modi said right opposit said wrongget admit mental asylum,1
5053,minist modi govern giriraj singh chicken contest kanhaiya kumar begusarai constitu,0
5054,whatev amount requir definit lesser modi gave croni,0
5055,game changer peop dumb believ game modi,2
5056,rahul illiter never work day life want poor indian well work give freebi remain poor train becom independ instead give handout modi sarkar fir baar,2
5057,dont know much get funnier amount rahul gandhi promis sent direct benefit transfer happen jam jan dhan aadhaar mobil bank credit goe modi india gdp increas wide credit goe modi,1
5058,odisha come togeth one forc help india achiev true destini leadership narendra modi urg everyon make everi vote echo chant phir baar modi sarkar,1
5059,dear think still dont get itnarendra modi dont need chamcha want peopl realli make effort chang peopl live becom motor mouth import cant make thing happen cant tell clearli,1
5060,wrote articl back much cost would incur india vote go write articl propos scheme alreadi game changer,2
5061,give proof modi promis lac,0
5062,mani indian actor spoke assault muslim famili india holi mani indian author criticis govern polic stay silent mani activist shout modi murdabaad even stop say peopl ind pak similar,1
5063,feder minist inform broadcast chaudhri fawad hussain sunday said unlik indian prime minist narendra modi govern minor enjoy equal right naya pakistan prime minist imran khan,1
5064,sir lay man request idea lok sabha elect make banner demonist chang gst failur collect black money remind name person like vijay mallaiya neerav modi mukul joshi ambani,2
5065,vast countri like india largest democraci twit actor reflect person desper gain power modi doesnt issu handl life modi elect mode indian left natur,2
5066,activist proof modi corrupt sure abt proof modi corrupt ask proof also corrupt nurs peek window mental hospit deal patient kindli,2
5067,simpl challeng sing laurel congress tri criticis soniarahulpriyanka way criticis modiamit shah boot could utter word,0
5068,choos modi londonuk mobileinternet price bu free wifi internet start univers free wifi internet start crore indian fruitayurveda plant grow villag area bharat earth flower see cityyvillag,1
5069,sir actual scare loos modi polit parti knew stand chanc individu got togeth look way peopl love modi fear loos collect henc run around,1
5070,critic junctur nation historymak break situationth current provid audac well hope build india strong constantli chang world orderindia fight two front warchina pak axi evil modi seem best bait,1
5071,modi never said sure give lakh,1
5072,five year ago narendra modi sold countri swachha bharat poverti allevi progress programm he reduc peddl tshirt,0
5073,sirramlakan singh elect begusarai belong bihat vote divid modi agenda work,0
